id	kind	verdict	deferred	current_gold	model_pred	panel_opus	c_opus	panel_sonnet	c_sonnet	panel_haiku	c_haiku	panel_adv	agree	mean_conf	sample_values
g0133	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://a0.muscache.com/im/pictures/2bdf | https://a0.muscache.com/im/pictures/user | https://a0.muscache.com/im/users/9815788 | https://a0.muscache.com/im/pictures/39a3
g0134	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://a0.muscache.com/im/pictures/2bdf | https://a0.muscache.com/im/users/9815788 | https://a0.muscache.com/im/pictures/user | https://a0.muscache.com/im/pictures/39a3
g0135	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://a0.muscache.com/im/pictures/2bdf | https://a0.muscache.com/im/users/9815788 | https://a0.muscache.com/im/pictures/user | https://a0.muscache.com/im/pictures/39a3
g0136	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://i.ytimg.com/vi/1ZAPwfrtAFY/defau | https://i.ytimg.com/vi/puqaWrEC7tY/defau | https://i.ytimg.com/vi/d380meD0W0M/defau | https://i.ytimg.com/vi/2kyS6SvSYSE/defau | https://i.ytimg.com/vi/5qpjK5DgCt4/defau
g0141	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 5 | 1 | 2 | 23
g0143	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.8	integer_number	0.85	integer_number	0.95	integer_number	3	0.87	0 | 173 | 1
g0144	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 22 | 11 | 1 | 65
g0145	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 11 | 2 | 1 | 25 | 3 | 51 | 4
g0146	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 15 | 1 | 4
g0147	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 55 | 5 | 19 | 1
g0148	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.7	integer_number	0.8	integer_number	0.95	integer_number	3	0.82	5 | 0 | 2 | 1
g0149	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 2 | 21 | 1 | 4 | 262 | 3
g0150	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 32 | 7 | 3 | 1
g0151	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.75	integer_number	0.8	integer_number	0.95	integer_number	3	0.83	18 | 33 | 98 | 7 | 71 | 12 | 156 | 28 | 462 | 658 | 672
g0152	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.7	integer_number	0.75	categorical	0.85	integer_number	2	0.72	5 | 19 | 14 | 10 | 24 | 13 | 6 | 15 | 11 | 17 | 8 | 25
g0153	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.65	integer_number	0.8	integer_number	0.9	bearing	3	0.78	174 | 175 | 346 | 158 | 330 | 168 | 50 | 147 | 141 | 142 | 348 | 164 | 165 | 337 | 347 | 162 | 349 | 69 | 332 | 151
g0154	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.7	integer_number	0.8	integer_number	0.95	integer_number	3	0.82	8 | 126 | 105 | 83 | 13 | 15 | 46 | 68 | 101
g0163	ac-03	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.75	decimal_number	0.85	decimal_number	0.9	decimal_number	3	0.83	1002.1 | 23621.3 | 42945.3 | 194.1 | 431.9 | 4546.7 | 9440.3 | 6510.0 | 4871.0 | 16429.1 | 1843.7 | 500109.7 | 284.6 | 5903.7 | 7524.1 | 1833.9 | 12478.1 | 15899.7 | 16346.1 | 6627.4
g0166	ac-03	CONFIRM		representation.text.plain_text	representation.text.plain_text	plain_text	0.9	plain_text	0.95	plain_text	0.9	plain_text	3	0.92	"The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The following statement contains a magic | The following statement contains a magic | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""           | The following statement contains a magic | The following statement contains a magic | The following statement contains a magic | The length of the statement  ""           | The length of the statement  ""           | The length of the statement  ""          "
g0167	ac-03	CONFIRM		representation.text.plain_text	representation.text.plain_text	plain_text	0.7	plain_text	0.85	plain_text	0.9	plain_text	3	0.82	Clearly shows clients that their perspec | Expresses negative feelings constructive | Builds on successful initiatives to gain | Sets clear self-development expectations | Achievement Focus | Flexible Thinking | Managing Resources | Proposes ways to do things differently. | Displays a positive attitude in the face | Strives to consistently meet service sta | Identifies main negotiating points of a  | Understands and uses the Organisation's  | Level 4 | Interpersonal | Teamwork and Team Leadership | Influencing | OECD | Competencies | Strategic | Organisational Alignment
g0172	ac-03	CONFIRM		representation.text.plain_text	representation.text.plain_text	plain_text	0.9	plain_text	0.95	plain_text	0.9	plain_text	3	0.92	"Twitter username or handle that appears  | Name indicated in Twitter API field 'nam | does this account belong to someone who  | Indicates which political party the acco | Indicates which level of government this | account holder's birthday | Have we as a team confirmed that this ac | Each present and former member of the Un | as of the ""last_updated"" time for this r | Indicates which state the account holder | when was metadata about this account las | Offline name of the account holder (e.g. | Indicates whether the account belongs to | index of this account within the Twitter | What type of entity does this account re | Indicates the number of the district/war | Twitter account id | Twitter account id in string format"
g0211	ac-03	CONFIRM		geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.95	latitude	3	0.96	76.5311965942 | 49.079833 | 68.534401 | 68.30419921880001 | 45.868900299072266 | 60.8396987915 | 48.5442008972168 | 51.5175018311 | 63.61640167236328 | 46.2728004456 | 50.189998626708984 | 54.404998779296875 | 44.22999954223633 | 44.974700927734375 | 52.18220138549805 | 49.71080017089844 | 47.764400482177734 | 60.020301818847656 | 71.9938964844 | 55.151401519800004
g0212	ac-03	CONFIRM		geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.95	longitude	3	0.96	144.29600524902344 | -51.6781005859 | -21.9405994415 | -84.5093994140625 | -121.939002991 | -130.031997681 | -102.966003418 | -68.555801 | -101.68199920654297 | -73.28109741210938 | -119.377998352 | -135.8679962158203 | -75.9906005859 | -139.83900451660156 | -130.445007324 | -82.95559692382812 | -118.885002136 | -94.9693984985 | -69.58470153808594 | -97.86419677734375
g0213	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.65	integer_number	0.85	integer_number	0.9	elevation	3	0.8	11 | 522 | 92 | 132 | 32 | 1215 | 2298 | 110 | 997 | 1653 | 918 | 824 | 885 | 925 | 244 | 3048 | 3244 | 15 | 118 | 238
g0215	ac-03	CONFIRM		geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.9	latitude	0.97	latitude	0.95	latitude	3	0.94	-32.7445 | -32.6921 | 38.820835113525 | 26.4771 | 1.5529 | 19.4425 | 53.411 | -24.0984 | -7.2968 | 36.037333333333 | 16.3879 | 51.2215 | 36.838 | 18.029166666667 | 62.284 | 61.99 | 61.553 | 0.9071 | -24.9333 | 11.6168
g0216	ac-03	CONFIRM		geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.9	longitude	0.97	longitude	0.95	longitude	3	0.94	-68.3321 | -71.7918 | -122.85500335693 | -67.52 | 142.3484 | -88.2835 | -179.4026 | 160.9758 | 126.802 | 175.0062 | -147.878 | -117.80666666667 | -104.299 | -122.494 | -165.644 | -160.0713 | -139.9039 | 141.1381 | 54.6038 | -72.4559
g0217	ac-03	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.8	decimal_number	0.85	decimal_number	0.95	decimal_number	3	0.87	6.52 | 109.562 | 196.6 | 169.054 | 11.9 | 29.03 | 16.892 | 19.9 | 0.0 | 3.42 | 5.101 | 36.098 | 63.036 | 4.76 | 383.168 | 226.81 | 88.395 | 261.309 | 35.86 | 121.709
g0218	ac-03	CONFIRM		representation.identifier.alphanumeric_id	identity.person.username	alphanumeric_id	0.85	alphanumeric_id	0.92	alphanumeric_id	0.95	alphanumeric_id	3	0.91	us7000spt3 | us7000spmq | aka2026krkrmg | us7000spjs | aka2026kqhpor | us7000sqck | tx2026koeaof | aka2026kptfgh | us7000sph4 | tx2026knggbt | us7000spb7 | us7000sqku | us7000sq51 | us7000sq4t | us7000sp7m | us7000sp6y | aka2026kmryah | tx2026kkwzra | aka2026kmjtur | us7000sp10
g0220	ac-03	CONFIRM		geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.95	latitude	3	0.96	40.55486 | 40.767755 | 40.638667 | 40.844852 | 40.766902 | 40.695835 | 40.740909 | 40.687532 | 40.754889 | 40.824845 | 40.810025 | 40.756779 | 40.778409 | 40.708115 | 40.763769 | 40.731545 | 40.668899 | 40.777019 | 40.674267 | 40.574197
g0221	ac-03	CONFIRM		representation.discrete.categorical	technology.internet.http_method	categorical	0.85	categorical	0.95	categorical	0.95	categorical	3	0.92	IN PROCESS | RE-ISSUED | ISSUED
g0222	ac-03	CONFIRM		representation.discrete.categorical	geography.location.country_code	categorical	0.85	categorical	0.95	categorical	0.95	categorical	3	0.92	SG | EW | FO | EQ | NB | PL | AL | DM
g0223	ac-03	CONFIRM		representation.discrete.categorical	representation.discrete.categorical	categorical	0.85	categorical	0.95	categorical	0.95	categorical	3	0.92	BL | MH | FP | SD | FB | FA | OT | EQ | FS | CC | SP | PL
g0226	ac-03	CONFIRM		datetime.component.year	datetime.component.year	year	0.85	year	0.95	integer_number	0.9	year	2	0.9	2024 | 2025 | 2023
g0228	ac-03	CONFIRM		representation.discrete.categorical	technology.internet.http_method	categorical	0.85	categorical	0.95	categorical	0.95	categorical	3	0.92	ON SEPARATION LEAVE | ON LEAVE | CEASED | ACTIVE
g0229	ac-03	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.8	decimal_number	0.9	decimal_number	0.9	decimal_number	3	0.87	2080.0 | -70.0 | 0.0 | 1378.25 | 1609.0 | 1375.0 | 890.5 | 1950.0 | 700.0 | 440.0 | 1442.0 | 749.5 | 1229.25 | 1267.0 | 6.45 | 313.5 | 91.75 | 1584.0 | 121.95 | 1246.0
g0230	ac-03	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.8	decimal_number	0.9	decimal_number	0.9	decimal_number	3	0.87	0.0 | 91.75 | 1.5 | 229.5 | 25.25 | 3.25 | 478.0 | 20.5 | 37.75 | 428.75 | 634.75 | 76.5 | 556.25 | 222.25 | 128.75 | 276.75 | 77.5 | 2.5 | 113.0 | 264.0
g0231	ac-03	CONFIRM		geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.95	latitude	0.97	latitude	0.95	latitude	3	0.96	39.427188 | 40.02560043334961 | 46.29999923706055 | 36.085201263427734 | 40.52090072631836 | 34.0093994140625 | 47.17839813232422 | 42.840361 | 32.47930145263672 | 42.625099182128906 | 47.899600982666016 | 29.012067 | 48.213401794433594 | 61.506147 | 37.64329910279999 | 34.202598571777344 | 38.190282 | 44.657100677490234 | 32.09071 | 41.376399993896484
g0232	ac-03	CONFIRM		geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.95	longitude	0.97	longitude	0.95	longitude	3	0.96	-74.933689 | -82.21900177001953 | -89.1229019165039 | -84.61969757080078 | -74.47460174560547 | -77.495263 | -75.74690246582031 | -80.26719665527344 | -79.86609649658203 | -87.65950012207031 | -84.313851 | -77.73889923095703 | -122.210908 | -83.42900085449219 | -75.65550231933594 | -66.363773 | -112.98200225830078 | -110.088087 | -80.186561 | -83.975058
g0233	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.7	integer_number	0.85	integer_number	0.9	elevation	3	0.82	35 | 970 | 96 | 719 | 2900 | 419 | 65 | 4600 | 500 | 154 | 715 | 160 | 165 | 710 | 9 | 760 | 168 | 1180 | 4240 | 4443
g0234	ac-03	CONFIRM		representation.discrete.categorical	representation.discrete.categorical	categorical	0.9	categorical	0.97	categorical	0.95	categorical	3	0.94	closed | balloonport | large_airport | heliport | small_airport | seaplane_base | medium_airport
g0235	ac-03	CONFIRM		representation.identifier.alphanumeric_id	identity.medical.dea_number	alphanumeric_id	0.6	alphanumeric_id	0.9	alphanumeric_id	0.95	alphanumeric_id	3	0.82	00AZ | 00FA | 00KS | 00MN | 00PA | 00XA | 01FL | 01GE | 01IN | 01MD | 01NJ | 01TE | 01TT | 01WN | 02GA | 02IA | 02MI | 02NY | 02OR | 02PA
g0236	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://eastvalleyhospital.com/ | http://www.aviationcadet.com/index.html | https://minutemanairfield.com/ | https://www.lajitasgolfresort.com/airpor | http://www.phillyseaplanebase.com/ | https://www.nauruair.com/ | https://white-desert.com/about-us/wolfsf | http://www.asysrl.com.ar/ | http://www.aeroclubrosario.com/ | http://guialocal.com.ar/agroaire.html | http://www.airchallenge.scalaria.com/ | http://mail.kilcoyairfield.org/ | http://www.yardie.com.au/Home.aspx | https://heritage.noosa.qld.gov.au/nodes/ | https://sydneypast.blogspot.com/2010/06/ | http://airgreenland.com/om_rejsen/efter_ | https://www.airports.gl/en/airport/nuuk/ | https://www.innanlandsflugvellir.is/en/g | http://aeroclubederioclaro.com.br/site/a | https://pergamum.anac.gov.br/arquivos/PA
g0237	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://en.wikipedia.org/wiki/McKenzie_B | https://en.wikipedia.org/wiki/Osborn_Air | https://en.wikipedia.org/wiki/Lucky_Land | https://en.wikipedia.org/wiki/North_Palm | https://en.wikipedia.org/wiki/Lida_Junct | https://en.wikipedia.org/wiki/Columbus_M | https://en.wikipedia.org/wiki/Lincoln_Mu | https://en.wikipedia.org/wiki/Shannons_P | https://en.wikipedia.org/wiki/Fulton-Ita | https://en.wikipedia.org/wiki/Marine_Cor | https://en.wikipedia.org/wiki/Propwash_A | https://en.wikipedia.org/wiki/Plateau_Sk | https://en.wikipedia.org/wiki/Harvey_You | https://en.wikipedia.org/wiki/Myricks_Ai | https://en.wikipedia.org/wiki/Eckert_Fie | https://en.wikipedia.org/wiki/Chase_Fiel | https://en.wikipedia.org/wiki/Lake_Wenat | https://en.wikipedia.org/wiki/Tri-County | https://en.wikipedia.org/wiki/Air_Park_S | https://en.wikipedia.org/wiki/Redwing_Ai
g0239	ac-03	CONFIRM		geography.coordinate.latitude	geography.coordinate.latitude	latitude	0.9	latitude	0.97	latitude	0.95	latitude	3	0.94	41.880673557 | 41.759080596 | 41.699403785 | 41.77314378 | 41.922628507 | 41.737634118 | 41.950320001 | 41.791952152 | 41.767036006 | 41.879319407 | 41.904579871 | 41.863659876 | 41.778680696 | 41.722725152 | 41.689873321 | 41.894645441 | 41.867097885 | 41.891581539 | 41.960576849 | 41.773957134
g0240	ac-03	CONFIRM		representation.numeric.integer_number	unknown	integer_number	0.55	integer_number	0.7	alphanumeric_id	0.9	projected	2	0.62	1194191 | 1140312 | 1174862 | 1156953 | 1176594 | 1143030 | 1139003 | 1178847 | 1174545 | 1192497 | 1171942 | 1175704 | 1184926 | 1157855 | 1163830 | 1173561 | 1150287 | 1152204 | 1178698 | 1164874
g0241	ac-03	CONFIRM		representation.numeric.integer_number	unknown	integer_number	0.55	integer_number	0.7	alphanumeric_id	0.9	projected	2	0.62	1865903 | 1884858 | 1859458 | 1833894 | 1833022 | 1892235 | 1871271 | 1840413 | 1871997 | 1886165 | 1835059 | 1855551 | 1921125 | 1856740 | 1873022 | 1846415 | 1853264 | 1830445 | 1875739 | 1914601
g0244	ac-03	CONFIRM		representation.discrete.categorical	identity.person.last_name	categorical	0.85	categorical	0.97	categorical	0.95	categorical	3	0.92	CRIMINAL TRESPASS | ASSAULT | NARCOTICS | PUBLIC PEACE VIOLATION | OBSCENITY | PROSTITUTION | INTERFERENCE WITH PUBLIC OFFICER | KIDNAPPING | BURGLARY | DECEPTIVE PRACTICE | CRIMINAL DAMAGE | HOMICIDE | INTIMIDATION | ROBBERY | OFFENSE INVOLVING CHILDREN | THEFT | CRIMINAL SEXUAL ASSAULT | CONCEALED CARRY LICENSE VIOLATION | HUMAN TRAFFICKING | SEX OFFENSE
g0245	ac-03	CONFIRM		representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	alphanumeric_id	0.85	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	3	0.92	JK276867 | JK276906 | JK276873 | JK277061 | JK277158 | JK278319 | JK276778 | JK276725 | JK276738 | JK277130 | JK276691 | JK276739 | JK277650 | JK277218 | JK276768 | JK276595 | JK276620 | JK277332 | JK280378 | JK283130
g0246	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	integer_number	0.75	categorical	0.85	categorical	2	0.65	16 | 22 | 31 | 26 | 11 | 15 | 32 | 37 | 30 | 9 | 17 | 14 | 5 | 35 | 44 | 42 | 50 | 25 | 1 | 21
g0247	ac-03	CONFIRM		geography.location.city	geography.location.city	city	0.9	city	0.95	entity_name	0.9	city	2	0.93	So San Francisco | San Francisco | S San Fran | Livermore | San Mateo | Crockett | Fremont | Campbell | Foster City | Buffalo | Redwood City | Dallas | Los Altos | Milpitas | Lake Zurich | San Francsico | Turlock | Ross | Woburn | Fortuna
g0250	ac-03	CONFIRM		geography.address.postal_code	geography.address.postal_code	postal_code	0.9	postal_code	0.97	postcode	0.95	postal_code	2	0.94	BA7 7FP | GU19 5FL | DN4 9PP | TN23 4AR | CW4 8DE | ST4 1NZ | HP22 3BP | HP9 1SZ | SA32 7PR | DE65 6NP | TN22 3FN | WD7 7HT | S66 1DZ | LS29 8RU | W3 9SE | GL15 5FY | WN4 0AL | N6 5AD | LL16 3HZ | SA6 8LF
g0252	ac-03	CONFIRM		representation.discrete.categorical	representation.discrete.categorical	categorical	0.8	categorical	0.95	categorical	0.95	categorical	3	0.9	F | T | D | O | S
g0256	ac-03	CONFIRM		representation.numeric.integer_number	representation.discrete.ordinal	integer_number	0.7	integer_number	0.8	integer_number	0.95	integer_number	3	0.82	11 | 15 | 16 | 22 | 26 | 31 | 32 | 52 | 55 | 67 | 81 | 83 | 91 | 92 | 97 | 110 | 118 | 122 | 132 | 134
g0257	ac-03	CONFIRM		representation.numeric.integer_number	representation.discrete.ordinal	integer_number	0.7	integer_number	0.8	integer_number	0.95	integer_number	3	0.82	11 | 15 | 16 | 22 | 26 | 31 | 32 | 52 | 55 | 67 | 81 | 83 | 91 | 92 | 97 | 110 | 118 | 122 | 132 | 134
g0258	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	475637 | 271748 | 211673 | 189821 | 132894 | 129914 | 119852 | 107281 | 107067 | 104898 | 93954 | 89313 | 80116 | 78728 | 78232 | 68316 | 67380 | 66195 | 62550 | 56329
g0259	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	1855677 | 750789 | 676584 | 642211 | 388638 | 467310 | 264548 | 291711 | 325097 | 196617 | 173191 | 165999 | 144429 | 115547 | 116669 | 112611 | 133557 | 106899 | 103768 | 129536
g0260	control	PROPOSE		finance.currency.amount	representation.numeric.decimal_number	amount	0.75	decimal_number	0.9	decimal_number	0.95	monetary_amount	2	0.93	97593.0 | 53174.0 | 69239.0 | 67899.0 | 90041.0 | 64059.0 | 130832.0 | 95051.0 | 140106.0 | 100556.0 | 124261.0 | 143243.0 | 81213.0 | 107490.0 | 140612.0 | 66672.0 | 95133.0 | 69631.0 | 129705.0 | 87743.0
g0264	control	PROPOSE		representation.text.plain_text	technology.cloud.s3_uri	alphanumeric_id	0.5	alphanumeric_id	0.85	plain_text	0.85	alphanumeric_id	2	0.68	P:StockSharp.Poloniex.PoloniexMessageAda | M:StockSharp.Poloniex.PoloniexTrader. | P:StockSharp.Poloniex.PoloniexTrader.Key | P:StockSharp.Poloniex.PoloniexMessageAda | T:StockSharp.Poloniex.PoloniexTrader/sum | T:StockSharp.Poloniex.PoloniexOrderCondi | M:StockSharp.Poloniex.PoloniexMessageAda | M:StockSharp.Poloniex.PoloniexMessageAda | M:StockSharp.Poloniex.PoloniexMessageAda | M:StockSharp.Poloniex.PoloniexMessageAda | M:StockSharp.Poloniex.PoloniexOrderCondi | P:StockSharp.Poloniex.PoloniexTrader.Bal | P:StockSharp.Poloniex.PoloniexMessageAda | P:StockSharp.Poloniex.PoloniexTrader.Sec | P:StockSharp.Poloniex.PoloniexMessageAda | M:StockSharp.Poloniex.PoloniexMessageAda
g0273	control	PROPOSE		representation.text.word	technology.internet.url	categorical	0.6	categorical	0.88	plain_text	0.9	categorical	2	0.74	music-ipods | laptops | accessories-ipod
g0279	control	PROPOSE		representation.identifier.numeric_code	representation.identifier.numeric_code	alphanumeric_id	0.55	alphanumeric_id	0.8	alphanumeric_id	0.9	alphanumeric_id	3	0.75	453220 | 541512 | 449129 | 512210 | 62112 | 541400 | 312130 | 541110 | 311612 | 23 | 541611 | 517000 | 72 | 541720 | 5100-5199 5600-5699 | 456190 | 5400-5499 6100-6299 | 443142 | 445320 | 541613
g0285	control	PROPOSE		representation.discrete.categorical	representation.discrete.ordinal	entity_name	0.55	categorical	0.85	entity_name	0.9	entity_name	2	0.73	UnityContainerExtensions | Events | Topics | Subscriptions | EventsOrders | WorkerRole | PublisherProcessorAdapter | Commands | EventsAvailability
g0269	control	CONTESTED		datetime.timestamp.dmy_hm	datetime.timestamp.dmy_hm	dmy_hm	0.8	datetime	0.92	timestamp	0.9	iso_datetime	1	0.8	19/5/2020 06:49 | 28/5/2020 21:51 | 29/5/2020 13:49 | 3/6/2020 22:00 | 3/6/2020 22:07 | 28/5/2020 21:38 | 3/6/2020 22:10
g0261	control	CONFIRM		geography.coordinate.longitude	geography.coordinate.longitude	longitude	0.9	longitude	0.97	longitude	0.9	longitude	3	0.92	2.3611299 | 2.362072 | 2.3617566 | 2.3612701 | 2.3611676 | 2.3619796 | 2.3522219 | 2.3611774 | 2.3615623 | 2.3617307 | 2.361845 | 2.3612468 | 2.3613374 | 2.3613514 | 2.3622335 | 2.361304 | 2.3622336 | 2.3612969 | 2.3610461 | 2.36169
g0262	control	CONFIRM		geography.location.country	geography.location.country	country	0.85	country	0.92	country	0.95	country	3	0.91	Bulgaria | Singapore | Malta
g0263	control	CONFIRM		representation.discrete.categorical	geography.location.city	categorical	0.85	categorical	0.95	categorical	0.95	categorical	3	0.92	RightGate | PickedUp | LeftGate
g0265	control	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.85	decimal_number	0.85	decimal_number	0.95	decimal_number	3	0.88	2.94770277922009 | 3.53244032938926 | 3.4246598369451897 | 3.73592635062903 | 0.0 | 3.25162916738782 | 4.07332970194952 | 3.50689059560852 | 3.32323142879762 | 1.58496250072116 | 3.1887218755408697 | 3.54659356429494 | 2.94503869754025 | 3.609496334425701 | 3.4548223999466097 | 2.25162916738782 | 3.0286393118385804 | 3.625 | 3.54174352060186 | 3.36854777648376
g0266	control	CONFIRM		geography.location.region	geography.location.region	region	0.7	region	0.9	region	0.95	region	3	0.85	NORFOLK | GLOUCESTERSHIRE | WOKINGHAM | HERTFORDSHIRE | NEATH PORT TALBOT | SHROPSHIRE | GWYNEDD | SLOUGH | ISLES OF SCILLY | SOMERSET | MEDWAY | CONWY | SWINDON | YORK | ISLE OF WIGHT | BOURNEMOUTH, CHRISTCHURCH AND POOLE | RUTLAND | HARTLEPOOL | MERTHYR TYDFIL | STOCKTON-ON-TEES
g0267	control	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.85	decimal_number	0.9	decimal_number	0.95	decimal_number	3	0.9	0.658652 | 1.333807 | 5.787497 | 1.661858 | 0.622512 | 0.645334 | 1.600727 | 0.629896 | 0.641106 | 0.657914 | 3.129612 | 0.648925 | 0.63296 | 1.87038 | 0.668711 | 0.812533 | 1.916683 | 0.643286 | 1.658747 | 4.342188
g0268	control	CONFIRM		representation.identifier.alphanumeric_id	representation.alphanumeric.alphanumeric_id	alphanumeric_id	0.85	alphanumeric_id	0.9	alphanumeric_id	0.95	alphanumeric_id	3	0.9	1172168-12-171 | 0484972-03-001 | 1084616-07-161 | 1033494-07-151 | 0406901-01-999 | 1082518-07-161 | 1176581-01-181 | 0453999-11-999 | 0458444-01-999 | 0407522-02-999 | 0379224-01-001 | 0405898-01-999 | 1071616-05-161 | 0455388-01-999 | 0420941-01-999 | 1194933-07-181 | 0384449-01-999 | 0479506-03-999 | 1031201-06-151 | 1421932-05-261
g0270	control	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	decimal_number	0.7	decimal_number	0.85	decimal_number	0.95	decimal_number	3	0.83	11.79414 | 12.24107 | 13.24765 | 13.35918 | 13.47013 | 14.02866 | 14.14034 | 15.48082 | 15.59278 | 16.03919 | 16.15161 | 16.37481 | 17.60313 | 18.2735 | 20.39598 | 20.61934 | 11.34727 | 11.90571 | 12.80011 | 13.69337
g0271	control	CONFIRM		representation.identifier.alphanumeric_id	unknown	categorical	0.6	alphanumeric_id	0.88	alphanumeric_id	0.95	alphanumeric_id	2	0.92	CORTO | EUMPER | LASCIN | MOLMOL | MYOAUS | MYOTHY | ARTJAM | LABOLASE | EUDMAC | EUMFLO | NYCMAC | MYOOCC | ANPAEPFU | MYCIMYVO | IDIPHY | LASSEM | LEPNIV | MORMEG | MYOVEL | LABOMYLU
g0272	control	CONFIRM		geography.location.country_code	geography.location.country_code	country_code	0.85	country_code	0.9	iso3166	0.98	country_code	2	0.88	GBR | USA | FRA
g0274	control	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	month	0.8	integer_number	0.9	categorical	2	0.73	9 | 5 | 10 | 4
g0275	control	CONFIRM		representation.discrete.categorical	representation.text.entity_name	categorical	0.85	categorical	0.95	categorical	0.95	categorical	3	0.92	Manufacturing | Transportation and Warehousing | Professional, Scientific, and Technical  | Financial Services | Utilities | Accommodations | Information | Wholesale Trade | Multiple | Real Estate and Rental and Leasing Servi | Construction | Certain Services | Food Services | Arts, Entertainment, and Recreation | Administrative and Support Services | Insurance | Retail Trade | Private Education and Health Services
g0276	control	CONFIRM		geography.location.city	geography.location.city	city	0.85	city	0.92	city	0.9	city	3	0.89	SHELBURNE | MORRISVILLE | GREENSBORO | WINDSOR | GLOVER | SAINT JOHNSBURY | COLCHESTER | BENNINGTON | NEWPORT | VERNON | ST ALBANS | BARRE | RUTLAND | SPRINGFIELD | MIDDLEBURY | BRATTLEBORO | BARTON | NORTHFIELD | SAINT ALBANS | BURLINGTON
